Date,Breadth
2016-02-23,18.902439024390244
2016-02-24,18.29268292682927
2016-02-25,15.853658536585366
2016-02-26,14.939024390243901
2016-02-29,14.634146341463413
2016-03-01,20.426829268292682
2016-03-02,22.5609756097561
2016-03-03,26.52439024390244
2016-03-04,28.04878048780488
2016-03-08,29.268292682926827
2016-03-09,30.48780487804878
2016-03-10,29.268292682926827
2016-03-11,29.268292682926827
2016-03-14,30.182926829268293
2016-03-15,28.04878048780488
2016-03-16,27.743902439024392
2016-03-17,29.573170731707314
2016-03-18,30.48780487804878
2016-03-21,35.0609756097561
2016-03-22,37.19512195121951
2016-03-23,39.329268292682926
2016-03-28,33.84146341463415
2016-03-29,34.45121951219512
2016-03-30,41.76829268292683
2016-03-31,41.76829268292683
2016-04-01,42.98780487804878
2016-04-04,47.256097560975604
2016-04-05,39.9390243902439
2016-04-06,43.292682926829265
2016-04-07,41.15853658536585
2016-04-08,43.90243902439025
2016-04-11,46.34146341463415
2016-04-12,48.78048780487805
2016-04-13,52.4390243902439
2016-04-18,55.487804878048784
2016-04-20,57.62195121951219
2016-04-21,57.62195121951219
2016-04-22,57.3170731707317
2016-04-25,55.79268292682927
2016-04-26,57.62195121951219
2016-04-27,58.536585365853654
2016-04-28,54.87804878048781
2016-04-29,54.57317073170732
2016-05-02,55.487804878048784
2016-05-03,54.87804878048781
2016-05-04,52.4390243902439
2016-05-05,52.743902439024396
2016-05-06,51.52439024390244
2016-05-09,53.65853658536586
2016-05-10,55.487804878048784
2016-05-11,54.57317073170732
2016-05-12,57.92682926829268
2016-05-13,56.23100303951368
2016-05-16,57.446808510638306
2016-05-17,57.75075987841946
2016-05-18,59.27051671732523
2016-05-19,55.92705167173252
2016-05-20,54.40729483282675
2016-05-23,51.3677811550152
2016-05-24,50.15197568389058
2016-05-25,53.799392097264445
2016-05-26,55.62310030395137
2016-05-27,56.838905775075986
2016-05-30,57.14285714285714
2016-05-31,56.53495440729483
2016-06-01,58.05471124620061
2016-06-02,59.57446808510638
2016-06-03,58.35866261398176
2016-06-06,59.57446808510638
2016-06-07,62.31003039513677
2016-06-08,63.22188449848024
2016-06-09,64.74164133738601
2016-06-10,63.829787234042556
2016-06-13,63.525835866261396
2016-06-14,64.43768996960486
2016-06-15,66.36363636363637
2016-06-16,65.15151515151516
2016-06-17,66.66666666666666
2016-06-20,67.57575757575758
2016-06-21,67.87878787878789
2016-06-22,67.57575757575758
2016-06-23,67.57575757575758
2016-06-24,61.81818181818181
2016-06-27,63.63636363636363
2016-06-28,67.57575757575758
2016-06-29,68.78787878787878
2016-06-30,72.42424242424242
2016-07-01,74.01812688821752
2016-07-04,76.13293051359517
2016-07-05,76.73716012084593
2016-07-07,75.52870090634441
2016-07-08,74.92447129909365
2016-07-11,77.64350453172206
2016-07-12,77.0392749244713
2016-07-13,76.73716012084593
2016-07-14,77.0392749244713
2016-07-15,75.22658610271903
2016-07-18,74.62235649546828
2016-07-19,74.62235649546828
2016-07-20,77.34138972809667
2016-07-21,75.6024096385542
2016-07-22,75.6024096385542
2016-07-25,76.80722891566265
2016-07-26,75.90361445783132
2016-07-27,75.90361445783132
2016-07-28,77.71084337349397
2016-07-29,77.10843373493977
2016-08-01,76.50602409638554
2016-08-02,75.90361445783132
2016-08-03,74.3975903614458
2016-08-04,74.69879518072288
2016-08-05,78.01204819277109
2016-08-08,78.91566265060241
2016-08-09,79.51807228915662
2016-08-10,77.10843373493977
2016-08-11,77.10843373493977
2016-08-12,77.40963855421687
2016-08-16,75.30120481927712
2016-08-17,76.20481927710844
2016-08-18,78.3132530120482
2016-08-19,79.21686746987952
2016-08-22,78.91566265060241
2016-08-23,78.01204819277109
2016-08-24,79.81927710843374
2016-08-25,80.72289156626506
2016-08-26,79.21686746987952
2016-08-29,77.40963855421687
2016-08-30,79.21686746987952
2016-08-31,78.37837837837837
2016-09-01,77.77777777777779
2016-09-02,78.97897897897897
2016-09-06,80.18018018018019
2016-09-07,80.48048048048048
2016-09-08,81.68168168168168
2016-09-09,80.78078078078079
2016-09-12,78.97897897897897
2016-09-14,78.67867867867868
2016-09-15,78.97897897897897
2016-09-16,78.37837837837837
2016-09-19,79.27927927927928
2016-09-20,78.37837837837837
2016-09-21,78.67867867867868
2016-09-22,79.87987987987988
2016-09-23,79.04191616766467
2016-09-26,77.24550898203593
2016-09-27,77.54491017964071
2016-09-28,77.54491017964071
2016-09-29,72.83582089552239
2016-09-30,74.02985074626865
2016-10-03,78.2089552238806
2016-10-04,77.91044776119404
2016-10-05,78.80597014925374
2016-10-06,78.2089552238806
2016-10-07,79.40298507462687
2016-10-10,78.50746268656717
2016-10-13,76.4179104477612
2016-10-14,76.11940298507463
2016-10-17,75.82089552238806
2016-10-18,77.61194029850746
2016-10-19,77.67857142857143
2016-10-20,78.27380952380952
2016-10-21,79.16666666666666
2016-10-24,78.86904761904762
2016-10-25,78.86904761904762
2016-10-26,79.46428571428571
2016-10-27,77.38095238095238
2016-10-28,77.97619047619048
2016-11-01,78.27380952380952
2016-11-02,77.67857142857143
2016-11-03,75.29761904761905
2016-11-04,72.02380952380952
2016-11-07,73.59050445103857
2016-11-08,73.37278106508876
2016-11-09,69.23076923076923
2016-11-10,71.89349112426035
2016-11-11,66.27218934911244
2016-11-15,56.80473372781065
2016-11-16,57.98816568047337
2016-11-17,55.917159763313606
2016-11-18,55.02958579881657
2016-11-21,49.40828402366864
2016-11-22,52.071005917159766
2016-11-23,55.917159763313606
2016-11-24,54.142011834319526
2016-11-25,57.98816568047337
2016-11-28,60.35502958579882
2016-11-29,62.42603550295858
2016-11-30,65.08875739644971
2016-12-01,64.20118343195266
2016-12-02,59.76331360946746
2016-12-05,60.946745562130175
2016-12-06,60.946745562130175
2016-12-07,60.650887573964496
2016-12-08,63.905325443786985
2016-12-09,64.49704142011834
2016-12-12,61.24260355029586
2016-12-13,60.946745562130175
2016-12-14,59.171597633136095
2016-12-15,58.57988165680473
2016-12-16,57.692307692307686
2016-12-19,55.75221238938053
2016-12-20,53.687315634218294
2016-12-21,53.09734513274337
2016-12-22,51.03244837758112
2016-12-23,50.442477876106196
2016-12-26,44.83775811209439
2016-12-27,48.08259587020649
2016-12-28,49.557522123893804
2016-12-29,53.09734513274337
2016-12-30,54.572271386430685
2017-01-02,54.572271386430685
2017-01-03,56.04719764011799
2017-01-04,57.227138643067846
2017-01-05,59.29203539823009
2017-01-06,58.4070796460177
2017-01-09,57.817109144542776
2017-01-10,58.4070796460177
2017-01-11,60.766961651917406
2017-01-12,61.35693215339233
2017-01-13,61.35693215339233
2017-01-16,60.766961651917406
2017-01-17,61.94690265486725
2017-01-18,63.12684365781711
2017-01-19,64.89675516224189
2017-01-20,61.6519174041298
2017-01-23,60.766961651917406
2017-01-24,64.30678466076697
2017-01-25,66.3716814159292
2017-01-27,67.2566371681416
2017-01-30,68.43657817109144
2017-01-31,65.19174041297934
2017-02-01,69.32153392330383
2017-02-02,71.68141592920354
2017-02-03,74.41176470588235
2017-02-06,74.41176470588235
2017-02-07,73.82352941176471
2017-02-08,74.41176470588235
2017-02-09,76.17647058823529
2017-02-10,75.29411764705883
2017-02-13,72.35294117647058
2017-02-14,70.88235294117648
2017-02-15,66.76470588235294
2017-02-16,69.70588235294117
2017-02-17,70.88235294117648
2017-02-20,72.94117647058823
2017-02-21,73.52941176470588
2017-02-22,72.94117647058823
2017-02-23,73.52941176470588
2017-02-27,72.05882352941177
2017-02-28,72.6470588235294
2017-03-01,74.70588235294117
2017-03-02,73.52941176470588
2017-03-03,72.94117647058823
2017-03-06,74.41176470588235
2017-03-07,72.05882352941177
2017-03-08,72.35294117647058
2017-03-09,72.94117647058823
2017-03-10,72.94117647058823
2017-03-14,74.11764705882354
2017-03-15,76.47058823529412
2017-03-16,76.76470588235294
2017-03-17,78.52941176470588
2017-03-20,78.23529411764706
2017-03-21,78.00586510263929
2017-03-22,75.95307917888563
2017-03-23,78.00586510263929
2017-03-24,78.59237536656892
2017-03-27,77.71260997067448
2017-03-28,78.00586510263929
2017-03-29,79.17888563049853
2017-03-30,78.00586510263929
2017-03-31,80.05865102639295
2017-04-03,80.93841642228739
2017-04-05,81.81818181818183
2017-04-06,82.69794721407625
2017-04-07,82.11143695014663
2017-04-10,82.99120234604106
2017-04-11,84.1642228739003
2017-04-12,82.99120234604106
2017-04-13,82.11143695014663
2017-04-17,82.11143695014663
2017-04-18,80.64516129032258
2017-04-19,80.64516129032258
2017-04-20,82.40469208211144
2017-04-21,81.81818181818183
2017-04-24,82.99120234604106
2017-04-25,84.1642228739003
2017-04-26,84.1642228739003
2017-04-27,83.57771260997067
2017-04-28,83.87096774193549
2017-05-02,84.1642228739003
2017-05-03,82.69794721407625
2017-05-04,83.28445747800586
2017-05-05,81.81818181818183
2017-05-08,82.69794721407625
2017-05-09,83.28445747800586
2017-05-10,84.75073313782991
2017-05-11,85.04398826979472
2017-05-12,83.57771260997067
2017-05-15,84.75073313782991
2017-05-16,84.4574780058651
2017-05-17,84.75073313782991
2017-05-18,81.81818181818183
2017-05-19,80.99415204678363
2017-05-22,79.53216374269006
2017-05-23,74.56140350877193
2017-05-24,70.76023391812866
2017-05-25,73.09941520467837
2017-05-26,75.73099415204678
2017-05-29,71.9298245614035
2017-05-30,73.09941520467837
2017-05-31,74.26900584795322
2017-06-01,74.56140350877193
2017-06-02,75.14619883040936
2017-06-05,76.31578947368422
2017-06-06,73.9766081871345
2017-06-07,75.43859649122807
2017-06-08,75.73099415204678
2017-06-09,75.43859649122807
2017-06-12,75.14619883040936
2017-06-13,75.73099415204678
2017-06-14,76.0233918128655
2017-06-15,75.43859649122807
2017-06-16,76.31578947368422
2017-06-19,76.0233918128655
2017-06-20,76.31578947368422
2017-06-21,75.43859649122807
2017-06-22,74.56140350877193
2017-06-23,73.09941520467837
2017-06-27,69.38775510204081
2017-06-28,69.97084548104957
2017-06-29,71.7201166180758
2017-06-30,71.8840579710145
2017-07-03,74.20289855072464
2017-07-04,74.20289855072464
2017-07-05,75.65217391304347
2017-07-06,75.94202898550725
2017-07-07,77.10144927536233
2017-07-10,78.26086956521739
2017-07-11,77.16763005780348
2017-07-12,77.16763005780348
2017-07-13,77.16763005780348
2017-07-14,78.61271676300578
2017-07-17,77.74566473988439
2017-07-18,75.14450867052022
2017-07-19,77.16763005780348
2017-07-20,77.16763005780348
2017-07-21,77.45664739884393
2017-07-24,78.32369942196532
2017-07-25,77.74566473988439
2017-07-26,78.61271676300578
2017-07-27,78.32369942196532
2017-07-28,78.03468208092485
2017-07-31,78.61271676300578
2017-08-01,78.03468208092485
2017-08-02,78.32369942196532
2017-08-03,75.72254335260115
2017-08-04,76.01156069364163
2017-08-07,77.45664739884393
2017-08-08,76.01156069364163
2017-08-09,71.96531791907515
2017-08-10,66.76300578034682
2017-08-11,66.28242074927954
2017-08-14,69.7406340057637
2017-08-16,72.3342939481268
2017-08-17,72.62247838616715
2017-08-18,71.46974063400576
2017-08-21,68.01152737752162
2017-08-22,66.85878962536023
2017-08-23,68.58789625360231
2017-08-24,69.7406340057637
2017-08-28,70.89337175792507
2017-08-29,68.87608069164266
2017-08-30,70.31700288184439
2017-08-31,70.89337175792507
2017-09-01,72.98850574712644
2017-09-04,70.6896551724138
2017-09-05,70.6896551724138
2017-09-06,70.40229885057471
2017-09-07,69.82758620689656
2017-09-08,69.82758620689656
2017-09-11,70.6896551724138
2017-09-12,74.13793103448276
2017-09-13,72.41379310344827
2017-09-14,73.5632183908046
2017-09-15,73.85057471264368
2017-09-18,75.07163323782235
2017-09-19,75.35816618911176
2017-09-20,76.21776504297995
2017-09-21,74.49856733524355
2017-09-22,68.76790830945558
2017-09-25,65.90257879656161
2017-09-26,67.621776504298
2017-09-27,62.28571428571429
2017-09-28,63.714285714285715
2017-09-29,66.57142857142857
2017-10-03,67.52136752136752
2017-10-04,68.09116809116809
2017-10-05,68.66096866096866
2017-10-06,70.37037037037037
2017-10-09,70.37037037037037
2017-10-10,70.37037037037037
2017-10-11,69.23076923076923
2017-10-12,70.08547008547008
2017-10-13,71.50997150997152
2017-10-16,71.5909090909091
2017-10-17,71.5909090909091
2017-10-18,70.73863636363636
2017-10-19,70.73863636363636
2017-10-23,70.25495750708215
2017-10-24,71.10481586402267
2017-10-25,75.42372881355932
2017-10-26,75.14124293785311
2017-10-27,75.98870056497175
2017-10-30,76.55367231638418
2017-10-31,77.40112994350282
2017-11-01,77.40112994350282
2017-11-02,78.87323943661971
2017-11-03,78.87323943661971
2017-11-06,78.37078651685393
2017-11-07,77.24719101123596
2017-11-08,75.28089887640449
2017-11-09,75.56179775280899
2017-11-10,76.40449438202246
2017-11-13,74.50980392156863
2017-11-14,73.38935574229691
2017-11-15,70.30812324929971
2017-11-16,72.82913165266106
2017-11-17,74.02234636871509
2017-11-20,74.58100558659217
2017-11-21,74.86033519553072
2017-11-22,74.86033519553072
2017-11-23,75.13966480446928
2017-11-24,75.41899441340783
2017-11-27,76.81564245810057
2017-11-28,76.53631284916202
2017-11-29,76.53631284916202
2017-11-30,74.86033519553072
2017-12-01,74.30167597765363
2017-12-04,72.06703910614524
2017-12-05,71.22905027932961
2017-12-06,69.55307262569832
2017-12-07,72.3463687150838
2017-12-08,73.46368715083798
2017-12-11,74.02234636871509
2017-12-12,72.06703910614524
2017-12-13,71.50837988826815
2017-12-14,70.39106145251397
2017-12-15,71.7877094972067
2017-12-18,72.62569832402235
2017-12-19,76.53631284916202
2017-12-20,77.37430167597765
2017-12-21,77.93296089385476
2017-12-22,78.49162011173185
2017-12-26,79.05027932960894
2017-12-27,80.44692737430168
2017-12-28,78.49162011173185
2017-12-29,79.60893854748603
2018-01-01,79.88826815642457
2018-01-02,79.88826815642457
2018-01-03,79.3296089385475
2018-01-04,79.60893854748603
2018-01-05,82.68156424581005
2018-01-08,84.35754189944134
2018-01-09,84.63687150837988
2018-01-10,82.9608938547486
2018-01-11,82.12290502793296
2018-01-12,82.12290502793296
2018-01-15,82.9608938547486
2018-01-16,78.77094972067039
2018-01-17,80.16759776536313
2018-01-18,79.05027932960894
2018-01-19,79.05027932960894
2018-01-22,79.60893854748603
2018-01-23,79.3296089385475
2018-01-24,78.49162011173185
2018-01-25,78.2122905027933
2018-01-29,74.93036211699165
2018-01-30,73.33333333333333
2018-01-31,71.38888888888889
2018-02-01,72.5
2018-02-02,62.22222222222222
2018-02-05,61.66666666666667
2018-02-06,55.55555555555556
2018-02-07,57.49999999999999
2018-02-08,62.5
2018-02-09,60.83333333333333
2018-02-12,65.0
2018-02-14,66.94444444444444
2018-02-15,63.33333333333333
2018-02-16,60.55555555555555
2018-02-19,56.94444444444444
2018-02-20,57.49999999999999
2018-02-21,55.27777777777778
2018-02-22,54.166666666666664
2018-02-23,58.05555555555556
2018-02-26,60.11080332409973
2018-02-27,59.0027700831025
2018-02-28,57.89473684210527
2018-03-01,56.78670360110804
2018-03-05,53.18559556786704
2018-03-06,50.41551246537396
2018-03-07,47.92243767313019
2018-03-08,47.64542936288089
2018-03-09,47.92243767313019
2018-03-12,50.96952908587258
2018-03-13,51.8005540166205
2018-03-14,51.52354570637119
2018-03-15,50.69252077562327
2018-03-16,47.368421052631575
2018-03-19,43.76731301939058
2018-03-20,44.87534626038781
2018-03-21,45.15235457063712
2018-03-22,42.93628808864266
2018-03-23,39.50276243093923
2018-03-26,41.988950276243095
2018-03-27,45.45454545454545
2018-03-28,44.62809917355372
2018-04-02,46.7032967032967
2018-04-03,47.8021978021978
2018-04-04,46.97802197802198
2018-04-05,52.74725274725275
2018-04-06,51.098901098901095
2018-04-09,52.32876712328767
2018-04-10,52.32876712328767
2018-04-11,53.42465753424658
2018-04-12,52.32876712328767
2018-04-13,53.15068493150685
2018-04-16,54.24657534246575
2018-04-17,53.42465753424658
2018-04-18,53.97260273972603
2018-04-19,56.71232876712329
2018-04-20,56.16438356164384
2018-04-23,55.06849315068493
2018-04-24,53.6986301369863
2018-04-25,52.054794520547944
2018-04-26,52.87671232876713
2018-04-27,55.342465753424655
2018-04-30,57.26027397260274
2018-05-02,54.24657534246575
2018-05-03,52.32876712328767
2018-05-04,50.41095890410959
2018-05-07,50.95890410958904
2018-05-08,52.32876712328767
2018-05-09,50.136986301369866
2018-05-10,47.671232876712324
2018-05-11,47.397260273972606
2018-05-14,46.3013698630137
2018-05-15,43.83561643835616
2018-05-16,42.73972602739726
2018-05-17,43.56164383561644
2018-05-18,41.369863013698634
2018-05-21,38.082191780821915
2018-05-22,38.9041095890411
2018-05-23,37.80821917808219
2018-05-24,37.534246575342465
2018-05-25,40.54794520547945
2018-05-28,42.465753424657535
2018-05-29,41.369863013698634
2018-05-30,42.465753424657535
2018-05-31,41.917808219178085
2018-06-01,38.63013698630137
2018-06-04,35.61643835616438
2018-06-05,32.602739726027394
2018-06-06,35.342465753424655
2018-06-07,38.9041095890411
2018-06-08,38.35616438356164
2018-06-11,38.082191780821915
2018-06-12,40.821917808219176
2018-06-13,40.273972602739725
2018-06-14,40.0
2018-06-15,39.45205479452055
2018-06-18,36.885245901639344
2018-06-19,36.33879781420765
2018-06-20,36.0655737704918
2018-06-21,34.15300546448087
2018-06-22,34.97267759562842
2018-06-25,31.420765027322407
2018-06-26,31.693989071038253
2018-06-27,29.23497267759563
2018-06-28,26.229508196721312
2018-06-29,29.23497267759563
2018-07-02,28.415300546448087
2018-07-03,29.427792915531338
2018-07-04,30.24523160762943
2018-07-05,28.882833787465938
2018-07-06,29.155313351498634
2018-07-09,30.517711171662125
2018-07-10,32.42506811989101
2018-07-11,31.33514986376022
2018-07-12,31.062670299727518
2018-07-13,31.062670299727518
2018-07-16,28.337874659400548
2018-07-17,28.882833787465938
2018-07-18,28.337874659400548
2018-07-19,26.975476839237057
2018-07-20,26.158038147138964
2018-07-23,28.065395095367844
2018-07-24,31.607629427792915
2018-07-25,31.607629427792915
2018-07-26,32.69754768392371
2018-07-27,34.05994550408719
2018-07-30,35.14986376021799
2018-07-31,36.51226158038147
2018-08-01,37.05722070844686
2018-08-02,37.05722070844686
2018-08-03,39.23705722070845
2018-08-06,39.130434782608695
2018-08-07,39.130434782608695
2018-08-08,37.77173913043478
2018-08-09,39.67391304347826
2018-08-10,38.315217391304344
2018-08-13,35.869565217391305
2018-08-14,38.858695652173914
2018-08-16,36.41304347826087
2018-08-17,38.858695652173914
2018-08-20,39.94565217391305
2018-08-21,41.03260869565217
2018-08-23,40.10840108401084
2018-08-24,39.56639566395664
2018-08-27,41.734417344173444
2018-08-28,41.734417344173444
2018-08-29,42.27642276422765
2018-08-30,45.25745257452575
2018-08-31,46.883468834688344
2018-09-03,44.44444444444444
2018-09-04,40.37940379403794
2018-09-05,40.37940379403794
2018-09-06,42.27642276422765
2018-09-07,43.90243902439025
2018-09-10,40.921409214092144
2018-09-11,36.58536585365854
2018-09-12,38.21138211382114
2018-09-14,41.46341463414634
2018-09-17,41.46341463414634
2018-09-18,36.856368563685635
2018-09-19,36.043360433604335
2018-09-21,32.79132791327913
2018-09-24,29.81029810298103
2018-09-25,29.81029810298103
2018-09-26,29.539295392953928
2018-09-27,27.371273712737125
2018-09-28,24.594594594594597
2018-10-01,25.135135135135133
2018-10-03,24.054054054054056
2018-10-04,19.45945945945946
2018-10-05,15.945945945945947
2018-10-08,15.633423180592992
2018-10-09,13.477088948787062
2018-10-10,19.67654986522911
2018-10-11,16.172506738544474
2018-10-12,20.754716981132077
2018-10-15,21.563342318059302
2018-10-16,24.258760107816713
2018-10-17,21.293800539083556
2018-10-19,19.137466307277627
2018-10-22,18.328840970350406
2018-10-23,15.363881401617252
2018-10-24,16.129032258064516
2018-10-25,16.397849462365592
2018-10-26,15.053763440860216
2018-10-29,18.27956989247312
2018-10-30,20.43010752688172
2018-10-31,22.043010752688172
2018-11-01,22.849462365591396
2018-11-02,25.537634408602152
2018-11-05,24.932975871313673
2018-11-06,24.396782841823057
2018-11-07,26.005361930294907
2018-11-09,28.686327077747993
2018-11-12,26.273458445040216
2018-11-13,26.541554959785525
2018-11-14,27.34584450402145
2018-11-15,27.34584450402145
2018-11-16,27.07774798927614
2018-11-19,28.9544235924933
2018-11-20,26.80965147453083
2018-11-21,28.686327077747993
2018-11-22,27.07774798927614
2018-11-26,26.273458445040216
2018-11-27,26.80965147453083
2018-11-28,27.34584450402145
2018-11-29,27.61394101876676
2018-11-30,31.36729222520107
2018-12-03,32.171581769437
2018-12-04,31.903485254691688
2018-12-05,29.49061662198391
2018-12-06,27.882037533512065
2018-12-07,27.07774798927614
2018-12-10,24.396782841823057
2018-12-11,27.34584450402145
2018-12-12,31.63538873994638
2018-12-13,33.78016085790885
2018-12-14,34.316353887399465
2018-12-17,34.316353887399465
2018-12-18,36.46112600536193
2018-12-19,38.337801608579085
2018-12-20,39.946380697050934
2018-12-21,36.36363636363637
2018-12-24,33.155080213903744
2018-12-26,34.75935828877005
2018-12-27,36.096256684491976
2018-12-28,37.967914438502675
2018-12-31,39.037433155080215
